

-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
Testing Method  : adventurer()
  TEST FAIL    : Adventurer add correct number of cards to hand failed : ev = 4 , actual = 6
        -:  635:    case salvager:
    #####:  636:      return 4;
        -:  637:    case sea_hag:
    #####:  638:      return 4;
        -:  639:    case treasure_map:
    #####:  640:      return 4;
        -:  641:    }
        -:  642:
    #####:  643:  return -1;
        -:  644:}
        -:  645:
    #####:  646:int cardEffect(int card, int choice1, int choice2, int choice3, struct gameState *state, int handPos, int *bonus)
        -:  647:{
        -:  648:  int i;
        -:  649:  int j;
        -:  650:  int k;
        -:  651:  int x;
        -:  652:  int index;
    #####:  653:  int currentPlayer = whoseTurn(state);
    #####:  654:  int nextPlayer = currentPlayer + 1;
        -:  655:
    #####:  656:  int tributeRevealedCards[2] = {-1, -1};
        -:  657:  int temphand[MAX_HAND];// moved above the if statement
    #####:  658:  int drawntreasure=0;
        -:  659:  int cardDrawn;
    #####:  660:  int z = 0;// this is the counter for the temp hand
    #####:  661:  if (nextPlayer > (state->numPlayers - 1)){
    #####:  662:    nextPlayer = 0;
        -:  663:  }
        -:  664:
        -:  665:
        -:  666:  //uses switch to select card and perform actions
    #####:  667:  switch( card )
        -:  668:    {
        -:  669:    case adventurer:
    #####:  670:        cardAdventurer(temphand, z, cardDrawn, drawntreasure, handPos, currentPlayer, state);
    #####:  671:        return 0;
        -:  672:
        -:  673:    case council_room:
        -:  674:      //+4 Cards
    #####:  675:      cardCouncilRoom(handPos, currentPlayer, state);
    #####:  676:      return 0;
        -:  677:
        -:  678:    case feast:
        -:  679:      //gain card with cost up to 5
        -:  680:      //Backup hand
    #####:  681:      for (i = 0; i <= state->handCount[currentPlayer]; i++){
    #####:  682:    temphand[i] = state->hand[currentPlayer][i];//Backup card
    #####:  683:    state->hand[currentPlayer][i] = -1;//Set to nothing
        -:  684:      }
        -:  685:      //Backup hand
        -:  686:
        -:  687:      //Update Coins for Buy
    #####:  688:      updateCoins(currentPlayer, state, 5);
    #####:  689:      x = 1;//Condition to loop on
    #####:  690:      while( x == 1) {//Buy one card
    #####:  691:    if (supplyCount(choice1, state) <= 0){
        -:  692:      if (DEBUG)
        -:  693:        printf("None of that card left, sorry!\n");
        -:  694:
        -:  695:      if (DEBUG){
        -:  696:        printf("Cards Left: %d\n", supplyCount(choice1, state));
        -:  697:      }
        -:  698:    }
    #####:  699:    else if (state->coins < getCost(choice1)){
    #####:  700:      printf("That card is too expensive!\n");
        -:  701:
        -:  702:      if (DEBUG){
        -:  703:        printf("Coins: %d < %d\n", state->coins, getCost(choice1));
        -:  704:      }
        -:  705:    }
        -:  706:    else{
        -:  707:
        -:  708:      if (DEBUG){
        -:  709:        printf("Deck Count: %d\n", state->handCount[currentPlayer] + state->deckCount[currentPlayer] + state->discardCount[currentPlayer]);
        -:  710:      }
        -:  711:
    #####:  712:      gainCard(choice1, state, 0, currentPlayer);//Gain the card
    #####:  713:      x = 0;//No more buying cards
        -:  714:
        -:  715:      if (DEBUG){
        -:  716:        printf("Deck Count: %d\n", state->handCount[currentPlayer] + state->deckCount[currentPlayer] + state->discardCount[currentPlayer]);
        -:  717:      }
        -:  718:
        -:  719:    }
        -:  720:      }
        -:  721:
        -:  722:      //Reset Hand
    #####:  723:      for (i = 0; i <= state->handCount[currentPlayer]; i++){
    #####:  724:    state->hand[currentPlayer][i] = temphand[i];
    #####:  725:    temphand[i] = -1;
        -:  726:      }
        -:  727:      //Reset Hand
        -:  728:
    #####:  729:      return 0;
        -:  730:
        -:  731:    case gardens:
    #####:  732:      return -1;
        -:  733:
        -:  734:    case mine:
    #####:  735:      j = state->hand[currentPlayer][choice1];  //store card we will trash
        -:  736:
    #####:  737:      if (state->hand[currentPlayer][choice1] < copper || state->hand[currentPlayer][choice1] > gold)
        -:  738:    {
    #####:  739:      return -1;
        -:  740:    }
        -:  741:
    #####:  742:      if (choice2 > treasure_map || choice2 < curse)
        -:  743:    {
    #####:  744:      return -1;
        -:  745:    }
        -:  746:
    #####:  747:      if ( (getCost(state->hand[currentPlayer][choice1]) + 3) > getCost(choice2) )
        -:  748:    {
    #####:  749:      return -1;
        -:  750:    }
        -:  751:
    #####:  752:      gainCard(choice2, state, 2, currentPlayer);
        -:  753:
        -:  754:      //discard card from hand
    #####:  755:      discardCard(handPos, currentPlayer, state, 0);
        -:  756:
        -:  757:      //discard trashed card
    #####:  758:      for (i = 0; i < state->handCount[currentPlayer]; i++)
        -:  759:    {
    #####:  760:      if (state->hand[currentPlayer][i] == j)
        -:  761:        {
    #####:  762:          discardCard(i, currentPlayer, state, 0);
    #####:  763:          break;
        -:  764:        }
        -:  765:    }
        -:  766:
    #####:  767:      return 0;
        -:  768:
        -:  769:    case remodel:
    #####:  770:      j = state->hand[currentPlayer][choice1];  //store card we will trash
        -:  771:
    #####:  772:      if ( (getCost(state->hand[currentPlayer][choice1]) + 2) > getCost(choice2) )
        -:  773:    {
    #####:  774:      return -1;
        -:  775:    }
        -:  776:
    #####:  777:      gainCard(choice2, state, 0, currentPlayer);
        -:  778:
        -:  779:      //discard card from hand
    #####:  780:      discardCard(handPos, currentPlayer, state, 0);
        -:  781:
        -:  782:      //discard trashed card
    #####:  783:      for (i = 0; i < state->handCount[currentPlayer]; i++)
        -:  784:    {
    #####:  785:      if (state->hand[currentPlayer][i] == j)
        -:  786:        {
    #####:  787:          discardCard(i, currentPlayer, state, 0);
    #####:  788:          break;
        -:  789:        }
        -:  790:    }
        -:  791:
        -:  792:
    #####:  793:      return 0;
        -:  794:
        -:  795:    case smithy:
        -:  796:      //+3 Cards
    #####:  797:      cardSmithy(handPos, currentPlayer, state);
    #####:  798:      return 0;
        -:  799:
        -:  800:    case village:
        -:  801:      //+1 Card
    #####:  802:      drawCard(currentPlayer, state);
        -:  803:
        -:  804:      //+2 Actions
    #####:  805:      state->numActions = state->numActions + 2;
        -:  806:
        -:  807:      //discard played card from hand
    #####:  808:      discardCard(handPos, currentPlayer, state, 0);
    #####:  809:      return 0;
        -:  810:
        -:  811:    case baron:
    #####:  812:        cardBaron(choice1, handPos, currentPlayer, state);
    #####:  813:        return 0;
        -:  814:
        -:  815:    case great_hall:
        -:  816:      //+1 Card
    #####:  817:      drawCard(currentPlayer, state);
        -:  818:
        -:  819:      //+1 Actions
    #####:  820:      state->numActions++;
        -:  821:
        -:  822:      //discard card from hand
    #####:  823:      discardCard(handPos, currentPlayer, state, 0);
    #####:  824:      return 0;
        -:  825:
        -:  826:    case minion:
        -:  827:      //+1 action
    #####:  828:      state->numActions++;
        -:  829:
        -:  830:      //discard card from hand
    #####:  831:      discardCard(handPos, currentPlayer, state, 0);
        -:  832:
    #####:  833:      if (choice1)      //+2 coins
        -:  834:    {
    #####:  835:      state->coins = state->coins + 2;
        -:  836:    }
        -:  837:
    #####:  838:      else if (choice2)     //discard hand, redraw 4, other players with 5+ cards discard hand and draw 4
        -:  839:    {
        -:  840:      //discard hand
    #####:  841:      while(numHandCards(state) > 0)
        -:  842:        {
    #####:  843:          discardCard(handPos, currentPlayer, state, 0);
        -:  844:        }
        -:  845:
        -:  846:      //draw 4
    #####:  847:      for (i = 0; i < 4; i++)
        -:  848:        {
    #####:  849:          drawCard(currentPlayer, state);
        -:  850:        }
        -:  851:
        -:  852:      //other players discard hand and redraw if hand size > 4
    #####:  853:      for (i = 0; i < state->numPlayers; i++)
        -:  854:        {
    #####:  855:          if (i != currentPlayer)
        -:  856:        {
    #####:  857:          if ( state->handCount[i] > 4 )
        -:  858:            {
        -:  859:              //discard hand
    #####:  860:              while( state->handCount[i] > 0 )
        -:  861:            {
    #####:  862:              discardCard(handPos, i, state, 0);
        -:  863:            }
        -:  864:
        -:  865:              //draw 4
    #####:  866:              for (j = 0; j < 4; j++)
        -:  867:            {
    #####:  868:              drawCard(i, state);
        -:  869:            }
        -:  870:            }
        -:  871:        }
        -:  872:        }
        -:  873:
        -:  874:    }
    #####:  875:      return 0;
        -:  876:
        -:  877:    case steward:
    #####:  878:      if (choice1 == 1)
        -:  879:    {
        -:  880:      //+2 cards
    #####:  881:      drawCard(currentPlayer, state);
    #####:  882:      drawCard(currentPlayer, state);
        -:  883:    }
    #####:  884:      else if (choice1 == 2)
        -:  885:    {
        -:  886:      //+2 coins
    #####:  887:      state->coins = state->coins + 2;
        -:  888:    }
        -:  889:      else
        -:  890:    {
        -:  891:      //trash 2 cards in hand
    #####:  892:      discardCard(choice2, currentPlayer, state, 1);
    #####:  893:      discardCard(choice3, currentPlayer, state, 1);
        -:  894:    }
        -:  895:
        -:  896:      //discard card from hand
    #####:  897:      discardCard(handPos, currentPlayer, state, 0);
    #####:  898:      return 0;
        -:  899:
        -:  900:    case tribute:
    #####:  901:      if ((state->discardCount[nextPlayer] + state->deckCount[nextPlayer]) <= 1){
    #####:  902:    if (state->deckCount[nextPlayer] > 0){
    #####:  903:      tributeRevealedCards[0] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####:  904:      state->deckCount[nextPlayer]--;
        -:  905:    }
    #####:  906:    else if (state->discardCount[nextPlayer] > 0){
    #####:  907:      tributeRevealedCards[0] = state->discard[nextPlayer][state->discardCount[nextPlayer]-1];
    #####:  908:      state->discardCount[nextPlayer]--;
        -:  909:    }
        -:  910:    else{
        -:  911:      //No Card to Reveal
        -:  912:      if (DEBUG){
        -:  913:        printf("No cards to reveal\n");
        -:  914:      }
        -:  915:    }
        -:  916:      }
        -:  917:
        -:  918:      else{
    #####:  919:    if (state->deckCount[nextPlayer] == 0){
    #####:  920:      for (i = 0; i < state->discardCount[nextPlayer]; i++){
    #####:  921:        state->deck[nextPlayer][i] = state->discard[nextPlayer][i];//Move to deck
    #####:  922:        state->deckCount[nextPlayer]++;
    #####:  923:        state->discard[nextPlayer][i] = -1;
    #####:  924:        state->discardCount[nextPlayer]--;
        -:  925:      }
        -:  926:
    #####:  927:      shuffle(nextPlayer,state);//Shuffle the deck
        -:  928:    }
    #####:  929:    tributeRevealedCards[0] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####:  930:    state->deck[nextPlayer][state->deckCount[nextPlayer]--] = -1;
    #####:  931:    state->deckCount[nextPlayer]--;
    #####:  932:    tributeRevealedCards[1] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####:  933:    state->deck[nextPlayer][state->deckCount[nextPlayer]--] = -1;
    #####:  934:    state->deckCount[nextPlayer]--;
        -:  935:      }
        -:  936:
    #####:  937:      if (tributeRevealedCards[0] == tributeRevealedCards[1]){//If we have a duplicate card, just drop one
    #####:  938:    state->playedCards[state->playedCardCount] = tributeRevealedCards[1];
    #####:  939:    state->playedCardCount++;
    #####:  940:    tributeRevealedCards[1] = -1;
        -:  941:      }
        -:  942:
    #####:  943:      for (i = 0; i <= 2; i ++){
    #####:  944:    if (tributeRevealedCards[i] == copper || tributeRevealedCards[i] == silver || tributeRevealedCards[i] == gold){//Treasure cards
    #####:  945:      state->coins += 2;
        -:  946:    }
        -:  947:
    #####:  948:    else if (tributeRevealedCards[i] == estate || tributeRevealedCards[i] == duchy || tributeRevealedCards[i] == province || tributeRevealedCards[i] == gardens || tributeRevealedCards[i] == great_hall){//Victory Card Found
    #####:  949:      drawCard(currentPlayer, state);
    #####:  950:      drawCard(currentPlayer, state);
        -:  951:    }
        -:  952:    else{//Action Card
    #####:  953:      state->numActions = state->numActions + 2;
        -:  954:    }
        -:  955:      }
        -:  956:
    #####:  957:      return 0;
        -:  958:
        -:  959:    case ambassador:
    #####:  960:      j = 0;        //used to check if player has enough cards to discard
        -:  961:
    #####:  962:      if (choice2 > 2 || choice2 < 0)
        -:  963:    {
    #####:  964:      return -1;
        -:  965:    }
        -:  966:
    #####:  967:      if (choice1 == handPos)
        -:  968:    {
    #####:  969:      return -1;
        -:  970:    }
        -:  971:
    #####:  972:      for (i = 0; i < state->handCount[currentPlayer]; i++)
        -:  973:    {
    #####:  974:      if (i != handPos && i == state->hand[currentPlayer][choice1] && i != choice1)
        -:  975:        {
    #####:  976:          j++;
        -:  977:        }
        -:  978:    }
    #####:  979:      if (j < choice2)
        -:  980:    {
    #####:  981:      return -1;
        -:  982:    }
        -:  983:
        -:  984:      if (DEBUG)
        -:  985:    printf("Player %d reveals card number: %d\n", currentPlayer, state->hand[currentPlayer][choice1]);
        -:  986:
        -:  987:      //increase supply count for choosen card by amount being discarded
    #####:  988:      state->supplyCount[state->hand[currentPlayer][choice1]] += choice2;
        -:  989:
        -:  990:      //each other player gains a copy of revealed card
    #####:  991:      for (i = 0; i < state->numPlayers; i++)
        -:  992:    {
    #####:  993:      if (i != currentPlayer)
        -:  994:        {
    #####:  995:          gainCard(state->hand[currentPlayer][choice1], state, 0, i);
        -:  996:        }
        -:  997:    }
        -:  998:
        -:  999:      //discard played card from hand
    #####: 1000:      discardCard(handPos, currentPlayer, state, 0);
        -: 1001:
        -: 1002:      //trash copies of cards returned to supply
    #####: 1003:      for (j = 0; j < choice2; j++)
        -: 1004:    {
    #####: 1005:      for (i = 0; i < state->handCount[currentPlayer]; i++)
        -: 1006:        {
    #####: 1007:          if (state->hand[currentPlayer][i] == state->hand[currentPlayer][choice1])
        -: 1008:        {
    #####: 1009:          discardCard(i, currentPlayer, state, 1);
    #####: 1010:          break;
        -: 1011:        }
        -: 1012:        }
        -: 1013:    }
        -: 1014:
    #####: 1015:      return 0;
        -: 1016:
        -: 1017:    case cutpurse:
        -: 1018:
    #####: 1019:      updateCoins(currentPlayer, state, 2);
    #####: 1020:      for (i = 0; i < state->numPlayers; i++)
        -: 1021:    {
    #####: 1022:      if (i != currentPlayer)
        -: 1023:        {
    #####: 1024:          for (j = 0; j < state->handCount[i]; j++)
        -: 1025:        {
    #####: 1026:          if (state->hand[i][j] == copper)
        -: 1027:            {
    #####: 1028:              discardCard(j, i, state, 0);
    #####: 1029:              break;
        -: 1030:            }
    #####: 1031:          if (j == state->handCount[i])
        -: 1032:            {
    #####: 1033:              for (k = 0; k < state->handCount[i]; k++)
        -: 1034:            {
        -: 1035:              if (DEBUG)
        -: 1036:                printf("Player %d reveals card number %d\n", i, state->hand[i][k]);
        -: 1037:            }
    #####: 1038:              break;
        -: 1039:            }
        -: 1040:        }
        -: 1041:
        -: 1042:        }
        -: 1043:
        -: 1044:    }
        -: 1045:
        -: 1046:      //discard played card from hand
    #####: 1047:      discardCard(handPos, currentPlayer, state, 0);
        -: 1048:
    #####: 1049:      return 0;
        -: 1050:
        -: 1051:
        -: 1052:    case embargo:
        -: 1053:      //+2 Coins
    #####: 1054:      state->coins = state->coins + 2;
        -: 1055:
        -: 1056:      //see if selected pile is in play
    #####: 1057:      if ( state->supplyCount[choice1] == -1 )
        -: 1058:    {
    #####: 1059:      return -1;
        -: 1060:    }
        -: 1061:
        -: 1062:      //add embargo token to selected supply pile
    #####: 1063:      state->embargoTokens[choice1]++;
        -: 1064:
        -: 1065:      //trash card
    #####: 1066:      discardCard(handPos, currentPlayer, state, 1);
    #####: 1067:      return 0;
        -: 1068:
        -: 1069:    case outpost:
        -: 1070:      //set outpost flag
    #####: 1071:      state->outpostPlayed++;
        -: 1072:
        -: 1073:      //discard card
    #####: 1074:      discardCard(handPos, currentPlayer, state, 0);
    #####: 1075:      return 0;
        -: 1076:
        -: 1077:    case salvager:
        -: 1078:        //+1 buy
    #####: 1079:        cardSalvager(choice1, handPos, currentPlayer, state);
    #####: 1080:        return 0;
        -: 1081:
        -: 1082:    case sea_hag:
    #####: 1083:      for (i = 0; i < state->numPlayers; i++){
    #####: 1084:    if (i != currentPlayer){
    #####: 1085:      state->discard[i][state->discardCount[i]] = state->deck[i][state->deckCount[i]--];                state->deckCount[i]--;
    #####: 1086:      state->discardCount[i]++;
    #####: 1087:      state->deck[i][state->deckCount[i]--] = curse;//Top card now a curse
        -: 1088:    }
        -: 1089:      }
    #####: 1090:      return 0;
        -: 1091:
        -: 1092:    case treasure_map:
        -: 1093:      //search hand for another treasure_map
    #####: 1094:      index = -1;
    #####: 1095:      for (i = 0; i < state->handCount[currentPlayer]; i++)
        -: 1096:    {
    #####: 1097:      if (state->hand[currentPlayer][i] == treasure_map && i != handPos)
        -: 1098:        {
    #####: 1099:          index = i;
    #####: 1100:          break;
        -: 1101:        }
        -: 1102:    }
    #####: 1103:      if (index > -1)
        -: 1104:    {
        -: 1105:      //trash both treasure cards
    #####: 1106:      discardCard(handPos, currentPlayer, state, 1);
    #####: 1107:      discardCard(index, currentPlayer, state, 1);
        -: 1108:
        -: 1109:      //gain 4 Gold cards
    #####: 1110:      for (i = 0; i < 4; i++)
        -: 1111:        {
    #####: 1112:          gainCard(gold, state, 1, currentPlayer);
        -: 1113:        }
        -: 1114:
        -: 1115:      //return success
    #####: 1116:      return 1;
        -: 1117:    }
        -: 1118:
        -: 1119:      //no second treasure_map found in hand
    #####: 1120:      return -1;
        -: 1121:    }
        -: 1122:
    #####: 1123:  return -1;
        -: 1124:}
        -: 1125:
    #####: 1126:int discardCard(int handPos, int currentPlayer, struct gameState *state, int trashFlag)
        -: 1127:{
        -: 1128:
        -: 1129:  //if card is not trashed, added to Played pile
    #####: 1130:  if (trashFlag < 1)
        -: 1131:    {
        -: 1132:      //add card to played pile
    #####: 1133:      state->playedCards[state->playedCardCount] = state->hand[currentPlayer][handPos];
    #####: 1134:      state->playedCardCount++;
        -: 1135:    }
        -: 1136:
        -: 1137:  //set played card to -1
    #####: 1138:  state->hand[currentPlayer][handPos] = -1;
        -: 1139:
        -: 1140:  //remove card from player's hand
    #####: 1141:  if ( handPos == (state->handCount[currentPlayer] - 1) )   //last card in hand array is played
        -: 1142:    {
        -: 1143:      //reduce number of cards in hand
    #####: 1144:      state->handCount[currentPlayer]--;
        -: 1145:    }
    #####: 1146:  else if ( state->handCount[currentPlayer] == 1 ) //only one card in hand
        -: 1147:    {
        -: 1148:      //reduce number of cards in hand
    #####: 1149:      state->handCount[currentPlayer]--;
        -: 1150:    }
        -: 1151:  else
        -: 1152:    {
        -: 1153:      //replace discarded card with last card in hand
    #####: 1154:      state->hand[currentPlayer][handPos] = state->hand[currentPlayer][ (state->handCount[currentPlayer] - 1)];
        -: 1155:      //set last card to -1
    #####: 1156:      state->hand[currentPlayer][state->handCount[currentPlayer] - 1] = -1;
        -: 1157:      //reduce number of cards in hand
    #####: 1158:      state->handCount[currentPlayer]--;
        -: 1159:    }
        -: 1160:
    #####: 1161:  return 0;
        -: 1162:}
        -: 1163:
    #####: 1164:int gainCard(int supplyPos, struct gameState *state, int toFlag, int player)
        -: 1165:{
        -: 1166:  //Note: supplyPos is enum of choosen card
        -: 1167:
        -: 1168:  //check if supply pile is empty (0) or card is not used in game (-1)
    #####: 1169:  if ( supplyCount(supplyPos, state) < 1 )
        -: 1170:    {
    #####: 1171:      return -1;
        -: 1172:    }
        -: 1173:
        -: 1174:  //added card for [whoseTurn] current player:
        -: 1175:  // toFlag = 0 : add to discard
        -: 1176:  // toFlag = 1 : add to deck
        -: 1177:  // toFlag = 2 : add to hand
        -: 1178:
    #####: 1179:  if (toFlag == 1)
        -: 1180:    {
    #####: 1181:      state->deck[ player ][ state->deckCount[player] ] = supplyPos;
    #####: 1182:      state->deckCount[player]++;
        -: 1183:    }
    #####: 1184:  else if (toFlag == 2)
        -: 1185:    {
    #####: 1186:      state->hand[ player ][ state->handCount[player] ] = supplyPos;
    #####: 1187:      state->handCount[player]++;
        -: 1188:    }
        -: 1189:  else
        -: 1190:    {
    #####: 1191:      state->discard[player][ state->discardCount[player] ] = supplyPos;
    #####: 1192:      state->discardCount[player]++;
        -: 1193:    }
        -: 1194:
        -: 1195:  //decrease number in supply pile
    #####: 1196:  state->supplyCount[supplyPos]--;
        -: 1197:
    #####: 1198:  return 0;
        -: 1199:}
        -: 1200:
     1501: 1201:int updateCoins(int player, struct gameState *state, int bonus)
        -: 1202:{
        -: 1203:  int i;
        -: 1204:
        -: 1205:  //reset coin count
     1501: 1206:  state->coins = 0;
        -: 1207:
        -: 1208:  //add coins for each Treasure card in player's hand
     9006: 1209:  for (i = 0; i < state->handCount[player]; i++)
        -: 1210:    {
     7505: 1211:      if (state->hand[player][i] == copper)
        -: 1212:    {
     5296: 1213:      state->coins += 1;
        -: 1214:    }
     2209: 1215:      else if (state->hand[player][i] == silver)
        -: 1216:    {
    #####: 1217:      state->coins += 2;
        -: 1218:    }
     2209: 1219:      else if (state->hand[player][i] == gold)
        -: 1220:    {
    #####: 1221:      state->coins += 3;
        -: 1222:    }
        -: 1223:    }
        -: 1224:
        -: 1225:  //add bonus
     1501: 1226:  state->coins += bonus;
        -: 1227:
     1501: 1228:  return 0;
        -: 1229:}
        -: 1230:
    #####: 1231:void cardSmithy(int handPos, int player, struct gameState *state) {
        -: 1232:    int i;
    #####: 1233:    for (i = 0; i <= 3; i++)
        -: 1234:    {
    #####: 1235:        drawCard(player, state);
        -: 1236:    }
        -: 1237:
        -: 1238:    //discard card from hand
    #####: 1239:    discardCard(handPos, player, state, 0);
    #####: 1240:    return;
        -: 1241:}
        -: 1242:
     1500: 1243:void cardAdventurer(int temphand[], int z, int cardDrawn, int drawntreasure, int handPos, int currentPlayer, struct gameState *state) {
     8631: 1244:    while(drawntreasure<2){
     5631: 1245:        if (state->deckCount[currentPlayer] <= 1){//if the deck is empty we need to shuffle discard and add to deck
      652: 1246:            shuffle(currentPlayer, state);
        -: 1247:        }
     5631: 1248:        drawCard(currentPlayer, state);
     5631: 1249:        cardDrawn = state->hand[currentPlayer][state->handCount[currentPlayer]-1];//top card of hand is most recently drawn card.
     5631: 1250:        if (cardDrawn == copper || cardDrawn == silver || cardDrawn == gold)
     3000: 1251:            drawntreasure++;
        -: 1252:        else{
     2631: 1253:            temphand[z]=cardDrawn;
     2631: 1254:            state->handCount[currentPlayer]--; //this should just remove the top card (the most recently drawn one).
     2631: 1255:            ++z;
        -: 1256:        }
        -: 1257:    }
     5631: 1258:    while(z-1>=0){
     2631: 1259:        state->discard[currentPlayer][state->discardCount[currentPlayer]++]=temphand[z-1]; // discard all cards in play that have been drawn
     2631: 1260:        z=z-1;
        -: 1261:    }
     1500: 1262:    return;
        -: 1263:}
        -: 1264:
    #####: 1265:void cardBaron(int choice1, int handPos, int currentPlayer, struct gameState *state) {
    #####: 1266:    state->numBuys++;//Increase buys by 1!
    #####: 1267:    if (choice1 > 0){//Boolean true or going to discard an estate
    #####: 1268:        int p = 0;//Iterator for hand!
    #####: 1269:        int card_not_discarded = 1;//Flag for discard set!
    #####: 1270:        while(card_not_discarded){
    #####: 1271:            if (state->hand[currentPlayer][p] == estate){//Found an estate card!
    #####: 1272:                state->coins += 4;//Add 4 coins to the amount of coins
    #####: 1273:                state->discard[currentPlayer][state->discardCount[currentPlayer]] = state->hand[currentPlayer][p];
    #####: 1274:                state->discardCount[currentPlayer]++;
    #####: 1275:                for (;p < state->handCount[currentPlayer]; p++){
    #####: 1276:                    state->hand[currentPlayer][p] = state->hand[currentPlayer][p+1];
        -: 1277:                }
    #####: 1278:                state->hand[currentPlayer][state->handCount[currentPlayer]] = -1;
    #####: 1279:                state->handCount[currentPlayer]--;
    #####: 1280:                card_not_discarded = 0;//Exit the loop
        -: 1281:            }
    #####: 1282:            else if (p > state->handCount[currentPlayer]){
        -: 1283:                if(DEBUG) {
        -: 1284:                    printf("No estate cards in your hand, invalid choice\n");
        -: 1285:                    printf("Must gain an estate if there are any\n");
        -: 1286:                }
    #####: 1287:                if (supplyCount(estate, state) > 0){
    #####: 1288:                    gainCard(estate, state, 0, currentPlayer);
    #####: 1289:                    state->supplyCount[estate]--;//Decrement estates
    #####: 1290:                    if (supplyCount(estate, state) == 0){
    #####: 1291:                        isGameOver(state);
        -: 1292:                    }
        -: 1293:                }
    #####: 1294:                card_not_discarded = 0;//Exit the loop
        -: 1295:            }
        -: 1296:            else{
    #####: 1297:                p++;//Next card
        -: 1298:            }
        -: 1299:        }
        -: 1300:    }
        -: 1301:    else {
    #####: 1302:        if (supplyCount(estate, state) > 0){
    #####: 1303:            gainCard(estate, state, 0, currentPlayer);//Gain an estate
    #####: 1304:            if (supplyCount(estate, state) == 0){
    #####: 1305:                isGameOver(state);
        -: 1306:            }
        -: 1307:        }
        -: 1308:    }
    #####: 1309:    return;
        -: 1310:}
        -: 1311:
    #####: 1312:void cardSalvager(int choice1, int handPos, int currentPlayer, struct gameState *state) {
        -: 1313:
    #####: 1314:    state->numActions++;
        -: 1315:
    #####: 1316:    if (choice1)
        -: 1317:    {
        -: 1318:        //gain coins equal to trashed card
    #####: 1319:        state->coins = state->coins + getCost( handCard(choice1, state) );
        -: 1320:        //trash card
    #####: 1321:        discardCard(choice1, currentPlayer, state, 1);
        -: 1322:    }
        -: 1323:
        -: 1324:    //discard card
    #####: 1325:    discardCard(handPos, currentPlayer, state, 0);
    #####: 1326:    return;
        -: 1327:}
        -: 1328:
    #####: 1329:void cardCouncilRoom(int handPos, int currentPlayer, struct gameState *state) {
        -: 1330:    int i;
    #####: 1331:    for (i = 0; i < 4; i++)
        -: 1332:    {
    #####: 1333:        drawCard(currentPlayer, state);
        -: 1334:    }
        -: 1335:
        -: 1336:    //+1 Buy
    #####: 1337:    state->numBuys++;
        -: 1338:
        -: 1339:    //Each other player draws a card
    #####: 1340:    for (i = 0; i < state->numPlayers; i++)
        -: 1341:    {
    #####: 1342:        if ( i != currentPlayer )
        -: 1343:        {
    #####: 1344:            drawCard(i, state);
        -: 1345:        }
        -: 1346:    }
        -: 1347:
        -: 1348:    //put played card in played card pile
    #####: 1349:    discardCard(handPos, currentPlayer, state, 0);
        -: 1350:
    #####: 1351:    return;
        -: 1352:}
        -: 1353:
        -: 1354://end of dominion.c
